county_fips_code,the_number_of_providers,the_average_supply_level,social_vulnerability_index_svi,cvac_level_of_concern_for_vaccination_rollout,percent_adults_fully_vaccinated_against_covid_19_as_of_6_10_21,estimated_hesitant,estimated_hesitant_or_unsure,estimated_strongly_hesitant,masks_order_code,completeness_pct,metro_status,series_complete_pop_pct,series_complete_yes,series_complete_pop_pct_svi,series_complete_pop_pct_ur_equity,general_gb_order_code,general_gb_order_group,general_or_under_6ft_bans_gatherings_over,stay_at_home_order_code,community_transmission_level,avg_asthma,avg_chd,avg_checkup,avg_copd,avg_smoking,avg_depression,avg_diabetes,avg_ghlth,avg_lpa,avg_mhlth,avg_obesity,avg_sleep
46,78,0.24358974358974358,0.25,0.52,0.473,544,550,0.1039,2,98.7,0,39.1,34637.0,2.0,2.0,0,4,7,2,1,8.491666666666667,6.675,78.25833333333334,8.533333333333333,18.233333333333334,21.025,10.633333333333333,18.008333333333333,26.0,15.025,29.958333333333332,35.733333333333334
47,220,0.4409090909090909,0.39,0.64,0.435,514,541,0.0987,2,98.7,0,34.8,73385.0,6.0,2.0,0,4,7,2,1,8.826829268292682,5.987804878048781,74.69024390243902,8.075609756097561,18.502439024390245,19.42439024390244,9.8,18.01219512195122,26.141463414634146,16.026829268292683,27.119512195121953,38.37073170731707
48,37,0.4864864864864865,0.95,0.9,0.364,519,567,0.1015,2,98.7,1,29.7,12507.0,13.0,5.0,0,4,7,2,3,9.4,8.9,75.64545454545454,11.918181818181818,24.71818181818182,22.0,14.236363636363636,28.80909090909091,39.054545454545455,18.854545454545455,35.96363636363636,39.981818181818184
49,1371,0.5660102115244348,0.67,0.72,0.507,356,366,0.0797,2,98.7,0,42.3,588912.0,11.0,3.0,0,4,7,2,2,9.123300970873787,5.489805825242718,74.85388349514564,7.206796116504854,17.909223300970872,19.924757281553397,10.979611650485436,22.05388349514563,29.377669902912622,16.685436893203885,33.099514563106794,41.26504854368932
50,432,0.44675925925925924,0.82,0.81,0.503,347,376,0.0775,2,98.7,0,40.6,152707.0,15.0,3.0,0,4,7,2,2,8.948780487804878,6.541463414634146,75.18780487804878,8.392682926829268,19.14390243902439,19.982926829268294,12.960975609756098,24.10731707317073,30.309756097560975,16.91219512195122,35.207317073170735,37.12682926829268
51,1901,0.4271436086270384,0.56,0.52,0.522,295,268,0.0746,2,98.7,0,44.3,662939.0,11.0,3.0,0,4,7,2,2,8.250755287009063,7.867673716012084,79.83232628398791,8.551963746223565,15.29546827794562,17.36676737160121,12.034743202416918,20.758610271903322,24.971601208459216,13.967069486404833,25.770392749244714,35.24350453172205
52,685,0.5284671532846715,0.63,0.58,0.451,442,429,0.091,2,98.7,0,37.7,208979.0,10.0,2.0,0,4,7,2,1,8.767669172932331,8.688721804511278,77.87744360902256,11.226315789473684,22.598496240601502,21.182706766917292,12.685714285714285,22.73609022556391,29.63684210526316,16.621804511278196,27.499248120300752,37.63157894736842
53,1278,0.5046948356807511,0.52,0.58,0.517,357,321,0.0812,2,98.7,0,45.7,445554.0,11.0,3.0,0,4,7,2,1,8.810245901639345,7.851639344262295,79.26844262295081,9.649180327868853,18.904098360655738,20.177459016393442,11.615983606557377,20.365573770491803,24.174590163934425,15.306967213114755,29.65983606557377,36.53893442622951
54,639,0.5289514866979655,0.9,0.87,0.412,471,503,0.0947,2,98.7,0,33.9,245511.0,14.0,2.0,0,4,7,2,2,9.660130718954248,8.263398692810458,76.72549019607843,10.867320261437909,20.584967320261438,20.27581699346405,13.726143790849672,25.08627450980392,33.237908496732025,17.28627450980392,36.21764705882353,39.39019607843137
55,71,0.19718309859154928,0.95,0.92,0.289,555,578,0.1055,2,98.7,1,23.7,17632.0,13.0,5.0,0,4,7,2,2,9.9375,10.025,77.53125,13.525,26.95625,23.51875,15.59375,29.2625,36.6125,19.025,36.525,40.15625
56,326,0.588957055214724,0.08,0.34,0.59,331,282,0.0789,2,98.7,0,48.6,128606.0,3.0,3.0,0,4,7,2,1,8.564102564102564,6.464102564102564,78.96923076923076,7.943589743589744,17.066666666666666,20.753846153846155,10.135897435897435,16.88974358974359,23.148717948717948,14.24102564102564,27.42820512820513,33.14102564102564
57,324,0.42901234567901236,0.72,0.73,0.436,429,426,0.0902,2,98.7,0,36.6,120116.0,10.0,2.0,0,4,7,2,2,8.886046511627907,8.744186046511627,78.53023255813953,10.576744186046511,19.49767441860465,18.81860465116279,13.92093023255814,24.781395348837208,30.239534883720932,16.476744186046513,31.50232558139535,38.9953488372093
58,162,0.5246913580246914,0.31,0.58,0.38,514,521,0.0997,2,98.7,0,30.6,56475.0,6.0,2.0,0,4,7,2,2,8.592,6.22,75.84,8.44,20.332,22.336,10.132,18.512,26.336,16.3,31.644,39.204
59,554,0.44584837545126355,0.25,0.33,0.58,290,233,0.0745,2,98.7,0,51.5,223591.0,8.0,4.0,0,4,7,2,2,7.8936170212765955,8.908510638297873,81.15531914893617,9.585106382978724,15.652127659574468,18.877659574468087,11.991489361702127,18.369148936170212,24.045744680851065,12.870212765957447,26.420212765957448,31.80851063829787
60,506,0.4723320158102767,0.18,0.46,0.48,300,274,0.0736,2,98.7,0,40.5,190854.0,3.0,3.0,0,4,7,2,1,8.577906976744186,5.503488372093023,76.41627906976744,7.067441860465117,15.406976744186046,19.890697674418604,10.018604651162791,17.359302325581396,23.066279069767443,15.240697674418605,28.424418604651162,38.42674418604651
61,165,0.4909090909090909,0.24,0.39,0.695,295,254,0.0767,2,98.7,0,64.7,85691.0,4.0,4.0,0,4,7,2,1,8.566666666666666,9.688888888888888,79.89444444444445,11.327777777777778,20.18888888888889,19.122222222222224,14.755555555555556,23.094444444444445,29.02777777777778,15.0,31.377777777777776,38.65
62,42,0.35714285714285715,0.94,0.96,0.291,609,659,0.1175,2,98.7,1,23.5,10437.0,13.0,5.0,0,4,7,2,2,9.357142857142858,8.714285714285714,76.88571428571429,11.928571428571429,23.3,21.357142857142858,13.685714285714285,25.62857142857143,32.785714285714285,17.62857142857143,35.74285714285714,40.01428571428571
63,30,0.3,0.9,0.96,0.292,609,659,0.1175,2,98.7,1,23.9,5152.0,13.0,5.0,0,4,7,2,1,9.975,8.325,74.725,11.825,26.9,22.75,13.375,27.7,34.125,19.05,37.025,40.625
64,6,0.0,0.84,0.94,0.252,629,671,0.1242,2,98.7,1,20.7,3152.0,13.0,5.0,0,4,7,2,2,9.233333333333333,7.866666666666667,72.2,10.733333333333333,28.033333333333335,21.7,13.4,26.133333333333333,31.433333333333334,19.066666666666666,38.86666666666667,44.7
65,660,0.3939393939393939,0.53,0.65,0.463,411,411,0.0873,2,98.7,0,39.7,219844.0,10.0,2.0,0,4,7,2,1,8.64424778761062,8.087610619469027,77.19557522123894,10.191150442477877,21.16725663716814,21.087610619469025,13.123008849557522,22.460176991150444,28.37079646017699,16.5,28.55575221238938,38.68761061946903
66,31,0.3225806451612903,0.4,0.73,0.354,596,640,0.1151,2,98.7,0,28.8,9702.0,5.0,1.0,0,4,7,2,2,8.875,6.475,75.975,9.025,22.1,20.3,10.85,21.0,28.5,17.325,35.575,38.975
67,69,0.7391304347826086,0.58,0.73,0.369,546,552,0.103,2,98.7,0,30.1,22332.0,10.0,2.0,0,4,7,2,2,8.881818181818181,7.681818181818182,74.87272727272727,10.454545454545455,22.636363636363637,20.90909090909091,11.709090909090909,23.09090909090909,28.09090909090909,17.527272727272727,32.91818181818182,39.7
68,19,0.05263157894736842,0.89,0.95,0.236,546,552,0.103,2,98.7,1,20.0,5083.0,13.0,5.0,0,4,7,2,1,9.628571428571428,8.885714285714286,75.05714285714286,12.485714285714286,25.257142857142856,24.228571428571428,14.142857142857142,27.957142857142856,34.4,19.771428571428572,36.65714285714286,42.042857142857144
69,23,1.1304347826086958,0.97,0.92,0.073,641,717,0.1219,2,51.3,1,5.5,1016.0,13.0,5.0,0,4,7,2,1,10.28,8.5,75.84,11.04,25.56,22.9,14.64,27.34,37.32,19.86,36.34,40.48
70,8,0.5,0.96,0.96,0.063,646,726,0.1224,2,51.3,1,4.7,385.0,13.0,5.0,0,4,7,2,0,10.7,8.5,73.26666666666667,11.4,27.933333333333334,23.833333333333332,15.166666666666666,30.9,41.0,21.633333333333333,38.06666666666667,39.233333333333334
71,15,0.0,0.94,0.88,0.063,646,726,0.1224,2,51.3,1,4.8,536.0,13.0,5.0,0,4,7,2,1,10.2,8.3,75.7,10.866666666666667,25.733333333333334,23.2,14.033333333333333,26.566666666666666,37.43333333333333,20.2,38.36666666666667,39.63333333333333
72,44,0.4772727272727273,0.87,0.78,0.057,502,583,0.0935,2,51.3,1,4.8,2162.0,13.0,5.0,0,4,7,2,2,10.677777777777777,7.322222222222222,78.63333333333334,8.777777777777779,22.72222222222222,19.822222222222223,13.966666666666667,24.566666666666666,34.22222222222222,19.6,38.84444444444444,41.388888888888886
73,10,2.0,0.56,0.86,0.088,586,643,0.1061,2,51.3,1,6.9,1330.0,9.0,5.0,0,4,7,2,2,9.925,7.475,74.5,10.125,25.1,24.075,12.225,24.45,34.425,19.575,34.5,39.0
74,81,0.32098765432098764,0.42,0.68,0.131,557,599,0.0991,2,51.3,0,9.9,8276.0,5.0,1.0,0,4,7,2,2,9.383333333333333,5.833333333333333,74.91111111111111,7.65,23.261111111111113,22.27777777777778,10.555555555555555,20.733333333333334,32.97222222222222,18.294444444444444,33.03333333333333,39.46111111111111
75,89,0.34831460674157305,0.59,0.72,0.1,605,663,0.1088,2,51.3,0,7.8,8380.0,9.0,1.0,0,4,7,2,2,9.646666666666667,6.473333333333334,75.08666666666667,8.713333333333333,22.673333333333332,22.986666666666668,11.28,21.726666666666667,31.993333333333332,18.626666666666665,32.63333333333333,38.45333333333333
76,30,0.0,0.87,0.9,0.062,612,691,0.1121,2,51.3,1,4.7,793.0,13.0,5.0,0,4,7,2,2,10.5,8.04,76.8,10.24,24.28,22.28,14.9,26.6,37.76,19.64,38.4,40.02
77,15,0.13333333333333333,0.85,0.96,0.139,612,691,0.1121,2,51.3,1,10.7,2073.0,13.0,5.0,0,4,7,2,2,10.383333333333333,8.333333333333334,76.08333333333333,10.933333333333334,26.433333333333334,23.683333333333334,13.683333333333334,26.15,37.46666666666667,20.0,36.71666666666667,39.31666666666667
78,209,0.42105263157894735,0.92,0.67,0.19,509,620,0.0933,2,51.3,0,14.6,22434.0,13.0,1.0,0,4,7,2,2,11.215909090909092,7.75,79.12727272727273,9.588636363636363,24.561363636363637,21.438636363636363,16.45909090909091,27.713636363636365,37.69318181818182,19.529545454545456,39.99318181818182,44.24090909090909
79,17,0.17647058823529413,0.74,0.8,0.04,610,689,0.1117,2,51.3,1,3.3,425.0,9.0,5.0,0,4,7,2,2,10.366666666666667,7.4,77.36666666666666,8.966666666666667,21.366666666666667,21.766666666666666,13.233333333333333,23.233333333333334,34.06666666666667,18.766666666666666,37.233333333333334,39.36666666666667
80,4,4.0,0.62,0.8,0.072,646,726,0.1224,2,51.3,0,5.6,1075.0,9.0,1.0,0,4,7,2,1,10.4,8.4,74.73333333333333,11.433333333333334,27.9,24.9,13.233333333333333,26.5,37.86666666666667,21.066666666666666,38.7,38.733333333333334
81,18,1.0,0.84,0.82,0.263,612,691,0.1121,2,51.3,0,20.8,3209.0,13.0,1.0,0,4,7,2,2,10.3,8.56,79.0,10.24,22.78,20.42,16.42,26.78,36.88,18.46,37.76,41.4
82,44,-0.1590909090909091,0.34,0.6,0.313,582,679,0.1016,2,51.3,0,22.7,9003.0,5.0,1.0,0,4,7,2,2,9.233333333333333,5.416666666666667,75.81666666666666,6.933333333333334,19.3,21.516666666666666,10.183333333333334,18.033333333333335,27.916666666666668,16.8,34.81666666666667,36.666666666666664
83,45,0.6444444444444445,0.81,0.76,0.223,558,641,0.0986,2,51.3,1,18.1,14399.0,13.0,5.0,0,4,7,2,1,10.683333333333334,5.725,75.3,7.466666666666667,20.541666666666668,22.425,10.741666666666667,21.025,31.6,20.683333333333334,34.80833333333333,38.575
84,33,1.3333333333333333,0.85,0.87,0.342,576,669,0.1043,2,51.3,0,25.7,5759.0,13.0,1.0,0,4,7,2,2,10.933333333333334,7.85,78.66666666666667,10.016666666666667,24.283333333333335,20.866666666666667,15.883333333333333,27.766666666666666,36.983333333333334,19.45,39.06666666666667,43.61666666666667
85,15,-0.2,0.77,0.86,0.078,597,666,0.1072,2,51.3,0,6.3,1579.0,13.0,1.0,0,4,7,2,2,10.0,7.433333333333334,76.33333333333333,9.6,25.633333333333333,21.1,13.833333333333334,25.333333333333332,35.666666666666664,19.3,36.833333333333336,41.2
86,8,-0.125,0.98,0.96,0.101,627,707,0.1148,2,51.3,1,8.3,516.0,13.0,5.0,0,4,7,2,2,10.9,8.6,77.35,10.6,28.15,19.05,17.8,31.95,41.15,20.2,43.15,44.9
87,43,0.5116279069767442,0.52,0.62,0.379,536,606,0.0964,2,51.3,1,29.2,15947.0,9.0,5.0,0,4,7,2,2,9.48,5.38,74.81,6.93,19.8,21.6,10.21,18.47,28.44,17.9,34.02,37.99
88,23,0.08695652173913043,0.98,0.89,0.118,610,689,0.1117,2,51.3,1,8.9,963.0,13.0,5.0,0,4,7,2,3,10.566666666666666,9.033333333333333,76.46666666666667,11.4,25.766666666666666,22.3,16.2,29.7,39.86666666666667,20.3,39.03333333333333,39.1
89,110,0.44545454545454544,0.78,0.68,0.178,622,687,0.1124,2,51.3,0,13.8,16608.0,13.0,1.0,0,4,7,2,2,10.117647058823529,6.411764705882353,74.41176470588235,8.376470588235295,23.094117647058823,22.276470588235295,11.523529411764706,22.270588235294117,32.0,19.041176470588237,33.72352941176471,41.076470588235296
90,88,0.4090909090909091,0.13,0.46,0.096,601,657,0.1079,2,51.3,0,7.8,5297.0,1.0,1.0,0,4,7,2,3,9.172727272727272,6.3090909090909095,75.42727272727272,7.963636363636364,20.354545454545455,23.21818181818182,10.4,18.59090909090909,29.40909090909091,17.009090909090908,35.03636363636364,37.20909090909091
91,14,0.0,0.88,0.95,0.054,646,726,0.1224,2,51.3,1,4.6,611.0,13.0,5.0,0,4,7,2,0,10.25,8.35,75.3,11.0,26.9,22.35,14.6,27.75,37.25,20.3,37.2,38.85
92,367,0.3651226158038147,0.69,0.51,0.406,484,572,0.0898,2,51.3,0,32.8,94859.0,10.0,2.0,0,4,7,2,2,10.110144927536233,6.130434782608695,77.3768115942029,7.2956521739130435,19.37536231884058,20.55072463768116,12.882608695652173,20.952173913043477,30.797101449275363,17.810144927536232,33.6463768115942,39.428985507246374
93,4,2.75,0.64,0.66,0.999,512,632,0.0927,2,51.3,0,99.9,20070.0,12.0,4.0,0,4,7,2,0,9.12,3.66,70.32,5.34,20.4,21.14,7.4,17.02,27.72,19.38,32.6,39.5
94,26,0.15384615384615385,0.93,0.92,0.065,601,657,0.1079,2,51.3,1,5.2,1282.0,13.0,5.0,0,4,7,2,2,10.233333333333333,8.433333333333334,75.5,11.083333333333334,26.55,23.883333333333333,13.85,26.183333333333334,35.53333333333333,19.616666666666667,37.28333333333333,39.85
95,244,0.430327868852459,0.12,0.47,0.264,435,431,0.0852,2,51.3,0,20.6,53305.0,1.0,1.0,0,4,7,2,2,8.676923076923076,4.85,75.78846153846153,5.996153846153846,16.8,20.984615384615385,8.988461538461538,15.261538461538462,24.215384615384615,15.357692307692307,33.13076923076923,35.45384615384615
96,164,0.6280487804878049,0.77,0.7,0.185,389,519,0.0787,2,51.3,0,15.7,20155.0,13.0,1.0,0,4,7,2,2,10.296666666666667,4.8133333333333335,74.53666666666666,6.0633333333333335,18.226666666666667,21.793333333333333,9.246666666666666,18.616666666666667,27.106666666666666,20.043333333333333,31.566666666666666,36.986666666666665
97,4,-0.75,0.93,0.92,0.194,548,635,0.0991,2,51.3,1,15.7,444.0,13.0,5.0,0,4,7,2,1,11.9,12.0,82.0,14.3,26.6,20.8,23.0,36.0,44.4,20.7,44.4,44.4
98,152,0.6118421052631579,0.91,0.82,0.133,539,656,0.0965,2,51.3,0,10.0,29300.0,13.0,1.0,0,4,7,2,2,10.777551020408163,5.310204081632653,77.2530612244898,6.918367346938775,21.983673469387757,17.16734693877551,13.779591836734694,25.024489795918367,37.618367346938776,18.867346938775512,39.85306122448979,45.093877551020405
99,14,0.07142857142857142,0.98,0.92,0.266,646,726,0.1224,2,51.3,1,20.1,1330.0,13.0,5.0,0,4,7,2,0,12.15,11.05,76.55,15.1,32.4,24.55,19.25,36.5,45.3,24.35,42.7,43.55
100,765,0.4222222222222222,0.27,0.44,0.351,327,345,0.0732,2,51.3,0,27.9,212453.0,5.0,1.0,0,4,7,2,2,8.7675,4.434166666666667,77.77916666666667,5.1433333333333335,15.193333333333333,17.509166666666665,8.884166666666667,15.8875,23.6525,14.625,30.5375,36.159166666666664
101,44,0.3409090909090909,0.95,0.87,0.219,646,726,0.1224,2,51.3,1,16.6,7200.0,13.0,5.0,0,4,7,2,3,10.5,7.311111111111111,75.17777777777778,9.766666666666667,25.655555555555555,21.988888888888887,13.622222222222222,26.22222222222222,36.4,19.866666666666667,36.477777777777774,39.611111111111114
102,25,0.56,0.98,0.88,0.117,577,648,0.1034,2,51.3,1,8.9,4037.0,13.0,5.0,0,4,7,2,0,10.46,8.26,75.74,10.65,25.04,21.76,14.98,28.92,39.15,20.39,37.29,39.85
103,155,0.5290322580645161,0.13,0.37,0.23,401,397,0.0817,2,51.3,0,17.8,27863.0,1.0,1.0,0,4,7,2,2,8.705,5.195,77.545,6.12,17.215,21.26,9.88,16.065,24.865,15.16,30.985,37.865
104,24,0.375,0.85,0.95,0.324,612,691,0.1121,2,51.3,1,24.5,4227.0,13.0,5.0,0,4,7,2,2,10.475,8.175,77.025,10.475,24.825,22.075,14.975,26.975,36.0,19.675,39.65,39.175
105,153,0.6470588235294118,0.24,0.46,0.221,438,469,0.0857,2,51.3,0,17.2,25510.0,1.0,1.0,0,4,7,2,2,8.965,5.41,76.245,6.63,18.545,20.7,9.91,17.53,27.955,15.805,31.86,35.98
106,5,0.0,0.68,0.75,0.134,502,583,0.0935,2,51.3,0,10.8,1334.0,9.0,1.0,0,4,7,2,0,10.366666666666667,8.066666666666666,77.4,10.333333333333334,25.0,21.966666666666665,14.933333333333334,26.133333333333333,37.56666666666667,19.4,36.36666666666667,40.166666666666664
107,40,0.675,0.99,0.8,0.117,548,635,0.0991,2,51.3,1,9.0,2017.0,13.0,5.0,0,4,7,2,2,10.916666666666666,8.983333333333333,78.8,11.25,25.05,21.5,16.616666666666667,29.0,38.583333333333336,20.15,42.15,42.233333333333334
108,13,-0.38461538461538464,0.52,0.74,0.12,601,657,0.1079,2,51.3,0,10.2,1644.0,9.0,1.0,0,4,7,2,2,9.7,7.25,75.15,9.3,22.375,24.075,11.4,21.4,31.575,18.825,32.2,35.675
109,31,0.9032258064516129,0.1,0.38,0.062,497,532,0.0934,2,51.3,0,5.1,1322.0,1.0,1.0,0,4,7,2,2,9.066666666666666,6.066666666666666,75.2,7.433333333333334,18.833333333333332,21.833333333333332,9.966666666666667,17.266666666666666,26.3,15.633333333333333,30.366666666666667,35.46666666666667
110,46,1.326086956521739,0.95,0.84,0.309,627,707,0.1148,2,51.3,1,23.5,6215.0,13.0,5.0,0,4,7,2,1,10.571428571428571,8.085714285714285,78.97142857142858,9.957142857142857,22.65714285714286,20.785714285714285,15.842857142857143,26.2,37.02857142857143,19.071428571428573,38.385714285714286,40.68571428571428
111,619,0.4588045234248788,0.66,0.61,0.266,342,414,0.0745,2,51.3,0,21.3,162016.0,9.0,1.0,0,4,7,2,2,9.347222222222221,4.6875,74.45069444444445,5.558333333333334,15.891666666666667,17.09236111111111,11.213194444444444,19.22013888888889,26.545833333333334,15.503472222222221,33.00416666666667,38.953472222222224
112,28,0.4642857142857143,0.92,0.91,0.039,610,689,0.1117,2,51.3,1,3.2,667.0,13.0,5.0,0,4,7,2,1,10.2,8.2,77.4,10.283333333333333,25.333333333333332,21.533333333333335,14.85,25.966666666666665,36.11666666666667,19.35,37.46666666666667,41.45
113,13,1.7692307692307692,0.95,0.96,0.105,548,635,0.0991,2,51.3,1,9.0,1208.0,13.0,5.0,0,4,7,2,1,10.366666666666667,8.2,78.4,9.933333333333334,24.9,19.366666666666667,16.633333333333333,28.433333333333334,38.666666666666664,18.6,42.0,43.3
114,133,0.7593984962406015,0.95,0.74,0.143,545,651,0.0982,2,51.3,0,11.2,9869.0,13.0,1.0,0,4,7,2,2,11.551851851851852,7.562962962962963,80.71481481481482,9.622222222222222,24.055555555555557,19.892592592592592,16.6,28.45925925925926,37.762962962962966,20.037037037037038,37.85925925925926,43.39259259259259
115,159,0.5534591194968553,0.54,0.65,0.223,448,547,0.0864,2,51.3,0,17.1,25044.0,9.0,1.0,0,4,7,2,2,9.74,5.335,77.615,6.81,20.48,19.645,11.21,20.25,29.58,17.01,33.915,39.605
116,20,1.1,0.92,0.88,0.085,627,707,0.1148,2,51.3,1,6.5,664.0,13.0,5.0,0,4,7,2,2,10.98,9.42,79.8,11.38,24.96,20.9,18.1,29.54,39.02,19.42,42.0,42.1
117,5,-0.6,0.66,0.92,0.108,646,726,0.1224,2,51.3,0,8.0,321.0,9.0,1.0,0,4,7,2,2,9.65,6.55,73.25,8.75,23.7,22.55,11.7,24.8,35.7,19.45,34.85,38.8
118,33,0.030303030303030304,0.24,0.55,0.187,558,641,0.0986,2,51.3,0,14.1,9059.0,1.0,1.0,0,4,7,2,2,9.19,5.39,75.84,7.08,21.38,21.52,10.11,18.29,27.7,17.0,31.78,38.67
119,51,0.09803921568627451,0.83,0.91,0.14,516,568,0.0953,2,51.3,1,11.1,2134.0,13.0,5.0,0,4,7,2,2,10.44,8.94,77.44,11.1,24.52,21.68,15.52,27.58,38.04,19.24,37.04,39.48
120,25,0.56,0.98,0.91,0.223,610,689,0.1117,2,51.3,1,16.9,3824.0,13.0,5.0,0,4,7,2,0,10.65,8.533333333333333,77.65,11.016666666666667,25.416666666666668,22.083333333333332,15.333333333333334,27.666666666666668,36.21666666666667,20.066666666666666,38.95,41.9
121,23,0.34782608695652173,0.98,0.76,0.152,641,717,0.1219,2,51.3,1,11.4,1218.0,13.0,5.0,0,4,7,2,1,10.6,8.4,76.1,10.733333333333333,25.3,22.133333333333333,15.3,29.1,40.1,20.333333333333332,38.46666666666667,40.56666666666667
122,24,0.5416666666666666,0.3,0.4,0.165,599,652,0.108,2,51.3,1,14.0,3671.0,5.0,5.0,0,4,7,2,3,9.1,8.6,78.34,9.8,20.06,21.8,13.28,21.26,32.24,16.0,30.12,34.1
123,164,0.5304878048780488,0.06,0.18,0.303,294,271,0.0702,2,51.3,0,24.0,27449.0,1.0,1.0,0,4,7,2,2,8.49,5.545,78.94,5.995,14.55,18.905,10.495,15.08,23.11,13.435,31.795,36.3
124,95,0.4,0.89,0.75,0.101,584,650,0.1045,2,51.3,0,8.1,8023.0,13.0,1.0,0,4,7,2,2,9.8,7.53,75.58,9.32,22.78,22.545,12.685,24.145,32.66,18.545,32.83,39.0
125,269,0.3754646840148699,0.04,0.44,0.183,246,200,0.0651,2,51.3,0,14.1,34542.0,1.0,1.0,0,4,7,2,2,8.033333333333333,4.464444444444444,76.21333333333334,5.142222222222222,14.671111111111111,18.755555555555556,8.255555555555556,13.535555555555556,22.155555555555555,13.511111111111111,28.735555555555557,34.282222222222224
126,31,1.2580645161290323,0.85,0.74,0.073,586,643,0.1061,2,51.3,1,5.8,1353.0,13.0,5.0,0,4,7,2,0,9.84,8.4,76.28,10.46,22.52,22.46,13.46,24.04,33.52,18.74,34.12,38.76
127,1005,0.4009950248756219,0.53,0.52,0.252,269,297,0.066,2,51.3,0,20.6,219011.0,9.0,1.0,0,4,7,2,2,9.284158415841585,5.133168316831683,77.19653465346535,5.866831683168317,16.331683168316832,18.276237623762377,11.38960396039604,19.65,25.77227722772277,16.093564356435643,31.497524752475247,37.21831683168317
128,30,0.13333333333333333,0.56,0.71,0.08,599,652,0.108,2,51.3,1,6.6,2077.0,9.0,5.0,0,4,7,2,3,9.48,8.34,77.54,10.14,21.68,21.74,13.26,22.94,29.84,17.1,32.38,34.5
129,107,0.5046728971962616,0.72,0.65,0.43,536,606,0.0964,2,51.3,0,34.4,29300.0,10.0,2.0,0,4,7,2,1,9.713333333333333,7.086666666666667,78.62,8.28,20.166666666666668,20.013333333333332,13.033333333333333,21.5,32.42,16.72,32.553333333333335,36.62
130,46,0.32608695652173914,0.88,0.85,0.08,599,652,0.108,2,51.3,1,6.2,3615.0,13.0,5.0,0,4,7,2,2,9.744444444444444,7.066666666666666,73.61111111111111,9.411111111111111,23.488888888888887,22.988888888888887,12.088888888888889,23.477777777777778,33.955555555555556,19.18888888888889,37.03333333333333,38.58888888888889
131,36,0.9444444444444444,0.93,0.94,0.087,627,707,0.1148,2,51.3,1,6.8,1667.0,13.0,5.0,0,4,7,2,0,10.216666666666667,8.016666666666667,77.23333333333333,9.95,22.9,21.033333333333335,14.65,25.516666666666666,34.833333333333336,18.616666666666667,38.7,40.083333333333336
132,26,0.07692307692307693,0.54,0.6,0.384,516,568,0.0953,2,51.3,1,31.4,5754.0,10.0,6.0,0,4,7,2,2,9.971428571428572,9.371428571428572,81.08571428571429,10.571428571428571,21.62857142857143,19.785714285714285,16.9,26.4,35.114285714285714,17.02857142857143,37.48571428571429,38.15714285714286
133,842,0.5296912114014252,0.43,0.52,0.258,321,356,0.0724,2,51.3,0,19.7,184373.0,5.0,1.0,0,4,7,2,2,8.269911504424778,4.44070796460177,74.76283185840708,5.54424778761062,17.42566371681416,18.331858407079647,10.094690265486726,18.82212389380531,29.034513274336284,15.714159292035399,32.31858407079646,39.71769911504425
134,66,0.4393939393939394,0.71,0.72,0.127,586,643,0.1061,2,51.3,1,10.1,4561.0,9.0,5.0,0,4,7,2,2,9.5125,7.4125,76.1375,9.1375,21.2875,22.7125,11.7625,22.4375,33.2875,17.75,31.7375,36.875
135,229,0.5283842794759825,0.66,0.63,0.248,507,550,0.0943,2,51.3,0,19.2,39292.0,9.0,1.0,0,4,7,2,3,8.983333333333333,6.041666666666667,74.73611111111111,7.3277777777777775,19.925,19.977777777777778,11.061111111111112,21.57777777777778,31.02777777777778,17.086111111111112,33.12222222222222,35.08611111111111
136,35,0.45714285714285713,0.54,0.59,0.092,584,650,0.1045,2,51.3,0,7.1,2129.0,9.0,1.0,0,4,7,2,2,9.78,7.38,75.94,9.66,23.3,24.82,12.0,22.82,33.36,18.84,34.58,38.32
137,11,1.4545454545454546,0.13,0.48,0.161,548,635,0.0991,2,51.3,0,12.9,4539.0,1.0,1.0,0,4,7,2,2,8.92,6.28,78.32,7.26,18.36,20.04,11.6,17.58,26.9,15.18,34.02,37.24
138,37,0.5675675675675675,0.72,0.77,0.24,586,643,0.1061,2,51.3,1,19.3,5046.0,9.0,5.0,0,4,7,2,0,9.92,8.66,77.38,10.6,23.28,22.48,14.48,24.78,33.96,18.34,34.7,38.78
139,10,2.3,0.72,0.81,0.077,602,676,0.1076,2,51.3,0,6.1,729.0,9.0,1.0,0,4,7,2,2,9.9,7.3,75.83333333333333,9.766666666666667,24.3,23.4,12.466666666666667,23.533333333333335,33.56666666666667,19.033333333333335,35.233333333333334,38.5
140,246,0.3902439024390244,0.31,0.48,0.151,434,516,0.0846,2,51.3,0,11.7,27431.0,5.0,1.0,0,4,7,2,2,9.424,5.0,78.056,6.232,18.552,19.752,11.216,18.024,28.796,16.504,36.404,44.092
141,188,0.4946808510638298,0.57,0.65,0.316,471,565,0.0894,2,51.3,0,23.8,37631.0,9.0,1.0,0,4,7,2,2,9.943478260869565,5.904347826086957,77.74347826086957,7.391304347826087,19.92608695652174,20.860869565217392,12.269565217391305,20.578260869565216,32.14782608695652,17.747826086956522,35.54347826086956,40.891304347826086
